review,rating,time
Unhelpful staff. Derek wasted my half an hour and offered no help. The same issue was quickly resolved in the Bloor branch.,2.8,1731035514
"I am incredibly disappointed with my experience with BMO and this branch. I was working with Jasintha Kaneshakumar opening up a new chequings and savings account for my fiancée together and was told to follow criteria to receive a new signing bonus of $350 and $250 for their winter promotion. We have filled both requirements and I have been calling not only the branch but bmo's telephone line as well and I am constantly being transferred and given the runaround and fed different information of ""oh you've met the criteria just wait for the deposit"" and ""we will contact you back with more information"" only to not receive a call back nor have any of my questions answered. All my emails have also led me to believe I was eligible and everything was fine (As I have attached my exchange with Jasintha)

Now that the promotional period has ended I'm now being told I never qualified to begin with because this account is considered ""joint"". If that were the case I was misled from the beginning during the account opening with Jasintha and was not informed that I would be ineligible if that is how the account was to be created. I have wasted 3 months trying to fill these requirements and had to lock away $10000 in the savings account only to be told I wasted my time.

Make sure you read the documentation before you make any decisions working with BMO because they clearly do everything in their power to misdirect you and waste your time. Take your hard earned money elsewhere.

Edit: As expected no response and accountability from this BMO branch. Reached out to the email provided in their response on Monday and have not heard back. The representative that said they'd call me back the next day has not responded either when I called June 18th. It is now July 3rd and still no response or update. Clearly the response on Google is just for show.",2.8,1720019595
"I strongly recommend looking into another branch if you're planning to bank here long-term. This location has been nothing but a headache. I've been waiting for my credit card for three months now, and every time they call, they tell me to come collect it in person. I’ve repeatedly informed them that I no longer live in Toronto and asked them to renew it and send it to my new home address. Despite this, they continue to ignore my request. What’s even more frustrating is that they’re still deducting the monthly fee from my account, even though I’ve been without my credit card for three months! Extremely disappointing and frustrating experience.",2.5,1729782581
"No wonder why it's 2.6 for this RBC.
Went there for a bank draft, that lady at the first counter told me she could not do it cuz she need manager override it. Never happened to me before, but that's fine, I told her then just call your manager and verify it. She said THEY DO NOT HAVE A MANAGER. 🙃🙃Then what's the point? And she told me to come back tomorrow. That's not my problem! RBC, please do a better job. If your branch is opening, then KEEP YOUR PEOPLE there! Asking your customer to spend extra time and come back again because of your own issue is not acceptable.",2.5,1724705791
"On October 8th, my brother and I visited the branch to exchange 2000 Swiss francs that belonged to him. As my brother is not a Canadian citizen and did not have identification with him, I provided my ID for the transaction.

The teller accepted bills in the amount of 2000 Swiss francs. The process of converting this amount into US dollars took approximately 30 minutes, during which the teller repeatedly checked the bills and consulted with their supervisor to ensure everything was in order. The teller also changed the amount of US dollars we were to receive three times, which I believe was a violation of proper procedure and un professional. Eventually, we agreed to the final amount, received the US dollars in an envelope, and were given a receipt confirming the completion of the transaction.

Two weeks later, I received a phone call from the same teller at RBC bank informing me that the bank could not accept the bills and that I needed to return to the branch to collect the Swiss francs and return the US dollars. I was shocked and upset by this call. My brother has since left Canada with the money, and I cannot return it to the bank. The bank had verified and accepted the bills, and I believe it is unacceptable for the bank to attempt to cancel or reverse a completed transaction two weeks after it was verified and completed.
A week after the first call, I received another call, this time from the branch supervisor, who notified me that I must collect the bills, and meanwhile, he put a hold on equivalent amount of money on my personal RBC account.
RBC used my personal identification, which I had provided for the currency exchange, to subsequently locate my RBC account and block funds on it.
I consider this action is a violation of my personal rights my consumer rights and, in my opinion, the Act of Bank Conducting Banking Operations.
Iwill pursue legal action. In court, I will seek compensation for all damages incurred as a result of the bank holding my funds and harassing me via telephone.",2.5,1730480147
"The branch is like a kindergarten. The tellers are very unfriendly, the manager never answers the phone to hear the complaints. I don’t recommend this branch at all. They will definitely disappoint you",2.5,1726780450
This branch is the worst they don’t even honour their scheduled appointments. So rude!,2.5,1737657275
"I love this bank.  It’s been my bank since I was forced into disability.
They handle all my banking needs with ease.  I was once put into a very difficult financial situation and Alterna pulled me out and provided what I needed.  Just amazing.  Definitely choose this bank if looking to bank somewhere.",4,1726156791
I’ve been banking here for over 15 years. The service is personal and excellent. Such a contrast to the big impersonal banks I dealt with in the past. My recent experience with Devanshi Kahar my advisor was superlative. Over and above what I expected. Highly recommend,4,1723828690
My union has a community banking account with Alterna. Angelina is super helpful for anything we need! Would recommend Alterna to anyone else in a community organization.,4,1731099239
I had a great experience here when I first arrived. My advisor walked me through the necessary processes and supported me throughout. I can also easily follow up and ask any necessary questions. Thank you!,4,1722303855
"We have banked with Alterna for years and we love it here. It feels like a family or a super supportive community. I chose not to go with the bigger banks and every time I do my banking, I’m glad I did! Today they helped me out again. Guiding me through my options with great advice and a smile!",4,1719004240
Fast and nearby,5,1674147421
,5,1668035740
,5,1568153337
Bitcoin atm machine is easy to understand and fallow instructions,4.8,1696613406
Convenient and reliable,4.8,1712457395
Cool app,4.8,1709568856
I rock with dis machine heavy,4.8,1545795504
Easy to used,4.8,1669734516
Credit Union for Toronto Hydro employees.,5,1539134855
"Ultimately, this offered the ability to buy bitcoin at 3 am, so all in all, tho the fees were quite high, just being available saved the day. I wish there were more service at a lower cost",4.5,1719044688
Very simply to follow. Love it.,4.5,1713398546
"Absolutely excellent services all the time and every time, I very much appreciate Fiona Dong outstanding caring, efficient and professional customer service - Meridian is very lucky to have her as a member of their staff.",4,1729522702
Great Customer Service. Friendly Staff. Helpful information about RRSP and Mortgage information. Great location at Yonge Street and College Street.,4,1679371665
Very nice bank friendly staff good service would recommend,4,1683974246
Supposedly the ABM is open 24 hours but it is not. Doors are locked outside of business hours,4,1671287700
Always so helpful and attentive to details.,4,1680810595
"I moved in the month prior to the grand opening back in September of 1997 to a charming little unit and lived there for a long time. At the same time I had put my name on the waiting list for transfer to a different unit, after a long time of waiting for the specific unit that I wanted to move to I got my wish come true.
Now I am enjoying my place and the amazing terrace and design until that I get to woke up to next to my husband.",5,1698667815
"Complete incompetence:

1. Needed to wire money, teller doesn’t know how. Waited 30min in line + 20min for on-the-spot teller training

2. Needed a direct deposit form that showed the business name. Teller doesn’t know how. Had to come in again because the first form listed our business account as an employee (Bay & Queen)

3. Mysteriously charged $40. Support on the phone said to go to the teller because they can't see any further info. The teller threw guesses: it was your account fee (no it was $6 each month), it was a rebate (no it was a minus sign), oh it's for going after the transaction limit (no we only had 7 transactions in the last 30 days). We still don't know why we got charged so we have to schedule with our account advisor AFTER the statement comes out, for this UNKNOWN amount charged by the branch. (Bay & Queen)

Switch to other banks. The hours saved will makes up for the cheaper banking fees. If you stay, be ready to defend your account from the incompetent shenanigans and educated guesses that these tellers have in store.",2.6,1734474856
"Upon reaching the Scotiabank branch, I was disappointed to discover a notice indicating that they were closing an hour earlier that day. It was quite frustrating to have made the effort to visit, only to encounter this unexpected change in operating hours. However, I was relieved to find that I could still utilize the ATM, which allowed me to complete the necessary transactions. While the early closure was inconvenient, having the option to use the ATM partially alleviated the situation.",2.6,1687064308
"(UPDATE):  the completely made up for it and resolved the situation and then some.  I greatly appreciate their efforts.

Worst customer service ever.  You can’t reach anyone at this branch. They don’t tell you that your appointment has been canceled until you arrive.  They just tell you to contact support line. Worst banking experience ever.",2.6,1717016227
"Took over a month to issue a credit card.
The agent Opened an account for me but it wasn’t accessible for over a month. I visited them over 10times just to get my account opened successfully.
Its been over 2years and they automatically change my security answer too apparently which I again had to change after visiting them. Awful customer service. Lets not forget banks are running for customers like us and if you are failing to provide the basic quality services i doubt if you are competitive enough to exist in the game.
These guys have 0 respect for your time and i guess thats enough of a reason to not work with them.",2.6,1714486082
Such a bad service. There is a guy who name is Andy was so rude to me when I ask something. They could not fix my problem and did not know what to do. Also a girl with blonde hair was very rude as well she rushed on me. They are not friendly and problem solver at all. Waste of time. I will never go to this branch again.,2.6,1698974598
"Because our Canadian economy is very bad, our company's business account is in arrears. I borrowed money everywhere to repay the bank's debt. But the bank didn't care about us at all and didn't help me, an old customer who has used RBC services for more than 20 years. In our difficult days, the bank squeezed us even more. It secretly cancelled my overdraft protection limit of 500. It asked me to pay more fees. Is it pushing us off the cliff?",3,1736200071
"My photo ID was REJECTED here to this employee’s concern coz my ID no longer matches how I look & what was in the record. This employee hold that I need the “original photo ID”. After I came back with my “original ID” she refused to serve me as if I am not a legit client with valid ID ! ! ! ! ! I was being nice enough to get my second ID and came back - I felt aggressively offended and judged, should everyone dress exactly like what they look like in the “original ID”? I have NEVER EVER experienced this with my ID everywhere else before.",3,1735686026
Just went today to pay my tuition and figure out my online banking. I forgot to ask for their names 😢 but there was a pretty east asian lady and blonde curly haired lady that provided the nicest and most accommodating service ever (i was gonna cry). They were very patient with me 🥹.,3,1725635031
"My experiences at this bank is quite distressing and painful - for the most part I found two tellers specially - I think one is a team lead or a supervisor. They make errors and serious ones and behave as if it’s our fault and are very dismissive and rude. A serious error was made with a payment of over 500+ and the supervisor was overseeing a trainee and the payment went somewhere else. Month after I found out and when I went it there was no apology, remorse or attempt to help rectify the situation. I had to end up double paying as I was charged interest. I went back and forth and had to call the places they made the mistake with and I had to pay. We are valuable clients and this does not resonate well. If it weren’t for clients the banks could not be in existence. I still have lost over 500+ no fault of my own - and this is hard in these times.",3,1720209194
Usually don’t leave reviews on banks. But I came in here for have an issue with my credit card solved and the manager Adam was fantastic!,3,1737757543
"I recently had a fantastic experience at TD Bank thanks to Alejandra. She was amazing! From the moment I walked in, she greeted me with a warm smile and was incredibly helpful throughout the entire process. Alejandra took the time to understand my needs and provided clear explanations for all my questions. Her professionalism and friendly demeanor made the experience enjoyable. I truly appreciate her dedication to customer service and would highly recommend TD Bank, especially if you get to work with Alejandra!",2.6,1737170094
"Today at your bank i had the most pleasant experience with your employee alejandra !
She was so patient! Answered all of our questions!
Really helpful.
She has such a loving attitude and personality, although i was having a chaotic day and was so overwhelmed, having her to assist me with my statements was an absolute pleasure 🤍😍 keep good take of her !",2.6,1736532260
"Had a very bad experience with this branch, especially with Samuel Quan Zelaya, who spoiled my credit card and ruined my score. Also, Marcc Tommy and branch manager were useless to figure out the problem. However, they advised me to go to another bank and start dealing with them.
Strongly suggest you to avoid this branch it is time wasting.",2.6,1736979828
"The place looks really nice, and the teller fulfilled my request very fast! The lady at the desk was so kind, idk what these other people are on about jeepers. Alsooooo - this location had like virtually no lines midday, midweek, whereas the one a little further up Spadine has BRUTAL lines sometimes which was niceee.",2.6,1736995397
"I came around 5pm today to deposit, there was no one in the line except me, all the staffs were busy ""chatting"" in the corner and did not even bother acknowledging me for 5 minutes.

Then there was a bank teller who I forgot to get his name - he was a tall South Asian looking man, who again failed to greet or bother asking why I was there (has TD changed their customer service training that I wasn't aware of?). He slammed the card machine right in front of me and that just further ruined the whole experience. The whole transaction was silent and no words were exchanged. Honestly my experience with the one on Spadina location is so much better

Never again and I hope this branch is closing soon",2.6,1727998032
"Came in today to have my id verified to activate my credit card. As part of the process, bank staff have to call Fraud department. Asian guy at the reception desk complained that the wait time for the call was too long and told me to come back next day. I told him I was willing to wait and next thing, he told me the phone has died and asked me to return the next day. Not sure how this guy has a job with that attitude? Very poor customer service.

I left and went straight to the branch on Dundas. They went through the same process and resolved the issue in under 20 minutes.",2.8,1725645629
"Since the move of this branch and the changes on staff, multiple times lve had difficulties getting anyone to answer a call or return a message. Why have a phone line if you do not pick up the call or return messages. As a result, l have to come into the branch.

When l come to the branch there was an  there was an agent who was available and l inquired if l could ask them a question and they responded with, ""I can't, lm in a meeting."" But l responded with, ""Meeting?"" She said, ""Online meeting.""  I inquire at the next agent, and she was outside her office assisting other clients with an atm.

Everyone looks busy,  but nothing is happening.

Don't get me wrong, the staff is friendly, warm and kind. But it is sooo difficult to get anyone to answer the phone, it's ridiculous. This does not happen with other banks. I don't have the time to walk into the branch when l have an inquiry and many times they want an appointment in advance.",2.8,1724440519
"Horrible service, harassment and aggressiveness faced by a person named naloufar. She is absolutely rude and does not know how to speak with her clients as witnessed and experienced. I feel bad for whoever has hired this person here and is treating clients whose been here for over 30 years. I’m absolutely in shock for experiencing this type of service…not the same CIBC…did not expect this!",2.8,1721674767
"Reported a lost cheque 3 months ago, and did not get any update from the branch. I was trying to send several e-mail to the responsible person of my case and got no update or response. Nobody cares about your issue,",2.8,1720459843
"I was told to call my home bank about an urgent and important issue as I have moved to the US. The number attached always goes directly to voicemail during normal business hours. I have left several voicemails across multiple weeks and received no reply. I have no way of contact my home bank to resolve this issue.

Simply unbelievable.",2.8,1702587991
I’m so happy they opened it here. It’s super convenient. Staff is very nice!,5,1735661304
"Great location! Very helpful, professional and friendly staff!",5,1737410974
I almost got scammed when the CRA called me. But this company stopped it from going through and saved me. Thank you guys.,5,1544934773
It was good,5,1696131254
Amazing service,5,1658330962
Great!,5,1686757236
,5,1703361124
"One person working out front. This single employee spent 20 minutes counting out $4,000 in cash to a customer (I know because they loudly confirmed quite a few times). This took place in public mere steps from the door.

Myself and the 3 other people in line had to wait for this to finish before even being acknowledged.",2.6,1735935207
Worst branch does not return phones calls or answer phones and then gives attitude when you walk there and don’t have the right cards because no one would answer or return a call . Very frustrating that you can’t call a branch directly anymore and have to go through call centre and even then the branch will not call you back. RBC is going downhill quickly.,2.6,1732996444
Stay away from this bank. Fraud withdrawals were made from my chequing account and I called they told me to go to a branch. I went and spoke to a very helpful lady and even she was being passed around to different departments on the phone.,2.6,1721225050
"Unsafe bank. I had a potential fraud in my bank account. The next day i changed my information . The following day after resetting all my cards i got robbed again from safe person. I have his contact information. Yet the bank didnt do anything. If you have a bank account there or planning to open one, dont",2.6,1719062321
"Please change the working hours of your branch if no advisor is available after 5 or even worse if it is not open. Don't book an appointment after 5, I had the option to book at 6pm on Friday.... arrived and it was closed.",2.6,1705781034
,5,1731618602
"I had an appointment at this branch with Luis. Despite arriving early, I was warmly greeted and welcomed.

Luis was amazing with his exceptional service. He was:

•⁠  ⁠Highly courteous
•⁠  ⁠Very knowledgeable about banking solutions
•⁠  ⁠Patient and thorough in explaining options
•⁠  ⁠Dedicated to finding the best fit for my needs

Luis took the time to address all my questions and concerns, ensuring I felt confident in my decisions. His professionalism and expertise made the experience truly outstanding.",4.4,1727878459
"I have both personal and business accounts with BMO, and I must say, it's the best bank I've ever dealt with! The team at this branch is truly amazing—proactive, incredibly helpful, and always ready to provide valuable information. They go above and beyond to ensure every need is met, and I feel genuinely supported in both my personal and professional banking. I highly recommend BMO, especially this branch, for anyone looking for outstanding service and expertise.",4.4,1735677317
Terrible service. Staff are very inexperienced! Teller couldn’t even write down a number I was telling him three times. I had to show him in writing. He took my drivers license to verify. I asked for it back but they went and scanned it in the back before they returned it. I wanted to transfer money from my BMO account to my brothers BMO account in Canada and it took them about 20 minutes in the managers office and a million questions and ultimately the manager was unable to. They manager couldn’t even see the right account balance that I could see on my app. They tool 45 minutes of my time and I left for another branch. I highly recommend you DON’T go to this branch. They ask questions beyond their authority or what’s related to them and don’t get your job done.,4.4,1736009277
"I had a great experience at this location. Awuradwoa was professional and helpful. we connected on our African roots while she diligently attended to my needs. In fact, everyone at this location has a human touch to service - chit chat, laughter and sheer pleasantry towards customers. love it here!",4.4,1723866535
"My husband tried the draft deposit service once they said that they are not going to charge anything if we don’t use the draft and deposit it back. At the end, they charged us the fee anyway, and even tried to forced us to change to their premium account. The worst is after all their lies, they still asked if we are interested in investing the money we have in our savings account. Ridiculous!",4.4,1729957327
This is RBC internal office. There is no banking service to the public in this place.,3,1695320125
,3,1727552057
"this branch has wasted my time almost every time. the last time i went there to get a money draft, they started asking so many weird questions and accused me of money laundering 🤯 it was shocking. they said they were trying to protect me !!! how ? by accusing me of money laundry ?

they said they were not comfortable to help me. they flagged me and made me go to the main branch (then what's the point of this branch??). they wasted a day of my life for no reason. This wasn't my first ugly experience with this branch and scotia bank and im sure wont be the last either. hence: I'll be closing my account with scotia soon.",1.9,1732289870
"just here to pick up a credit card and was made to wait for half an hr for service and was told i cannot pick up my card because driver’s license is not enough to pick up a letter. i know this is not the branch’s fault if it’s actually the policy.

my first credit card was not received and that’s why i had to call in to get it re-issued. the staff helped me on the phone didn’t mention that i had to make an appointment with a financial advisor in order to pick up a credit card i should have received 2 months ago nor did the agent called me to come in to the beach mentioned anything like that.

and the funny thing is that a manager came over to ask me if i was okay to wait and i said no after waiting for 20 mins. all she said was you’ll have to wait, we need to do that in the system but also never mentioned to book an appointment entire time i was waiting. i work in bank too and have never gotten this kinda unclear communication. service staff was friendly.
i do not recommend coming here",1.9,1725130522
"It’s almost as if none of the employees have ever worked at a bank before this branch opened. After multiple visits they all seem confused or in training. Simple things I can get done at my home branch have them fumbling.

One star for the location.",1.9,1735855245
"Staff are very friendly!   However, a manager made me feel very sad.  Was not able to complete a simple request, as I was given the run around unnecessarily by a manager.  I was made to feel guilty for some reason just for entering this specific branch.  All the other banking institutes that I have accounts in, make me feel like I belong there and do their best to assist.  I visited this branch only once, never again.",1.9,1719682849
"I’m giving this location 3 stars because I like to do my banking early in the morning so I can get it out of the way, but this location always opens late when the time says 9:30am. I’ve come here multiple times and it’s always the same the door being locked and then I have to sit there until one of them realizes that it’s still locked and it’s passed 9:30am. Other than that it’s good I get helped fast and I’m out of there.",1.9,1721743140
"I cannot recommend Patricia enough as a mortgage broker! From start to finish, she was an absolute pleasure to work with. Her dedication to her clients shines through in every interaction. She was consistently helpful and incredibly accessible, going above and beyond our expectations.
Patricia made the entire process of renewing our mortgage seamless and stress-free. She took the time to explain all the complex details and answered our questions with patience and clarity. Her extensive knowledge and expertise in the mortgage industry were evident, and it was comforting to know we had her guiding us every step of the way.
Thanks to Patricia, we felt confident and informed throughout the entire renewal process. If you’re looking for a reliable and supportive mortgage broker, look no further—Patricia is truly exceptional!",5,1733373131
"Working with Patricia as my mortgage broker was an absolute pleasure! She went above and beyond to secure the most competitive rates and terms, and her prompt communication made the entire experience stress-free. It’s clear that she genuinely cares about her clients and is passionate about helping them achieve their dreams of homeownership.

I highly recommend Patricia to anyone in need of a skilled and trustworthy mortgage broker. She has earned my trust and gratitude, and I look forward to working with her again in the future!",5,1733089087
"I had an excellent experience working with Patricia Pinto as my mortgage broker! With her extensive knowledge and connections to all the banks, she helped me find the perfect mortgage for my needs. Patricia was friendly, approachable, and made the whole process easy to understand. I highly recommend her to anyone looking to buy a home or refinance!",5,1730380140
"I had a wonderful experience working with Patricia during our search for a mortgage lender. She truly went above and beyond to help us navigate the process, making it significantly less stressful. Her expertise, patience, and dedication to finding the right solution for us were invaluable. I honestly don’t know what we would have done without her support. I highly recommend Patricia to anyone looking for guidance in securing a mortgage!",5,1732844913
"Working with Patricia Pinto at Sherwood Mortgage Group for my home financing was an exceptional experience. Patricia handled every detail with the utmost care and precision, ensuring a seamless transition to home ownership. She secured the best rates available and made the entire process effortless. Her personable and humorous nature made the experience even more enjoyable. I highly recommend Patricia to anyone seeking a stellar mortgage agent! She is one that can the job done! Very knowledgeable, skilled and resourceful!

---",5,1721351063
Love the services here,5,1672890373
Great,5,1683760990
"Booked an appointment successfully and only found out the advisor was ooo at the appointment time, branch did nothing to resolve it. Horrible service",3.7,1731694001
"Best CIBC location. 24/7 ABM machine available outside, with more ABMs available inside during opening hours.",3.7,1725102069
"Found a Simplii Debit Mastercard on public transit and went into this CIBC branch to turn it in. (Simplii Financial™ is a trademark and division of CIBC. Banking products and services branded Simplii Financial™ are offered by CIBC.)

Me: Do you take the Simplii card here?
Teller: No, it’s only at the ATM.
Me: Okay. Just to let you know, I just found this lost Simplii card. (And I leave and throw it into their trash bin on the way out.)",3.7,1718683532
Tellers are customer friendly. Had a good experience. Banking staff should be more active and responsive and helpful.,3.7,1697628059
"Very fast, very nice, did exactly what I needed.",3.7,1721243239
"This branch has been kind to me from the very beginning. I wanted to personally thank Mr. Neil Patel for managing my case with the utmost care and efficiency. His attention to detail and expertise allowed me to feel safe whilst renewing my mortgage (and more).

Looking forward to my next interaction with Mr. Patel!",2.4,1733257724
I was there very early in the morning and yet the staff was so welcoming! Jack at the desk was very helpful and friendly. He patiently heard my query and promptly solved it. Greatly appreciated! My work was done in no time.,2.4,1736776882
"I have decided to change my bank, but I wanted to share my recent experience.

I have found Scotiabank to be the most untrustworthy bank in Canada. In the last 30 days, they have been under maintenance for 10 days, which amounts to over 33% of their service time. Furthermore, I made a bill payment seven days ago, and it still does not appear in my billing account, resulting in a penalty for late payment.
Additionally, I experienced a frustrating wait of 1 hour and 45 minutes for customer support, only to be told that I need to call back tomorrow as my issue cannot be resolved today.

I sincerely hope that scotiabank goes bankrupt soon so no other customer has to endure such poor service in the future.

Edit 2: Called again today on November  24th,since I cannot transfer my money from savings to chequing and took 45 mins to connect with a representative.He did some security questions and asked what is the issue,explained to him and he said please stay on hold and then cut the damn line.Do better Scotia",2.4,1732484627
This company has continued to harass me after getting a mortgage. Do not trust them with your information as they will abuse this privilege and try to push every product they have on you with zero regard for their customers. Do Better.,2.4,1736471755
"This review is addressed to Scotiabank company for customer feedback. RBC IS BEST FOR FIRST CREDIT CARD.

Im leaving this 1 star for several several reasons. They never allowed me to have my first credit card although they were the first I applied for. Furthermore, even when I got my first credit card from another bank and good  good credit score standing, they still refuse me for credit card. After many years of good credit score,  when I purchased a car, scotiabank was the first random pick in the system to be asked, they denied me for car loan. Consequently, in total I had like 3-4 Scotiabank credit inquiry history in my credit report with ZERO HELP from Scotiabank ( ones for credit card + car loan).

The other bank that was always helpful and first to help is RBC! Rbc has been very good to me even when I had nothing, like zero credit history to start with. From credit cards to loans, they were and will be the first to say YES. That’s why they are top bank in Canada cos they are willing to be help people unlike Scotiabank!!

This bank company doesn’t deserve any 5 stars from me for their treatment. I don’t like this bank for the above reasons! They don’t give opportunities.",2.4,1734332151
"The whole place reeks. Hair oil. Food. A vile stench that is gag inducing. Reassuringly lackadaisical when it comes to helping a customer. The air conditioning has been turned all the way up to sauna levels.

Basically like an SBI back home 😍",4.4,1732126899
"I have visited this Bank in Canada for the first time and have a wonderful experience. The Managers and employees are very cooperative, helping and have good patience.
I am grateful to get my account open with this Bank. Thank You for your help. Best Managers Satya Prakash and Ronima.",4.4,1731534996
"The manager was super helpful, also helps after closing hours. Best experience ever had at any bank.",4.4,1736889488
Please do not visit this place without an appointment.,4.4,1735785569
"I recently had the pleasure of banking with this branch, and I must say, the experience exceeded my expectations. From the moment I walked in, the staff exhibited unparalleled professionalism and patience.

I made a mistake during my transaction, but instead of showing frustration or impatience, the staff went above and beyond to assist me. Their calm demeanor and willingness to guide me through the process made all the difference. It's rare to find such dedicated individuals who genuinely care about their customers.

The entire process was incredibly smooth, thanks to the expertise of the staff. They took the time to address all my concerns and ensure that I understood each step of the way. Their attention to detail and commitment to customer satisfaction are truly commendable.

I highly recommend this branch to anyone seeking exceptional banking services. The staff here set the standard for excellence, and I am grateful for their assistance. Thank you for a wonderful experience!",4.4,1713973950
"Global network of asset, investment, and wealth management.  Focused on a more intimate wealth mgmt experience than the larger Canadian banks.",3.8,1723835097
I cannot handle Swiss UBS bank card business. Of no use,3.8,1698897447
,3.8,1561366665
,3.8,1525913465
"Daniel at the bank provided exceptional service during my recent visit.
From the moment I walked in, he was incredibly helpful, knowledgeable, and patient. Daniel went above and beyond to ensure all my questions were answered and that I felt confident in my decisions.
His professionalism and commitment to customer satisfaction truly stood out. I highly recommend Daniel for anyone seeking top-notch service at the bank!",2.9,1724363824
"I went here today to do some work. The employee that helped me was really kind and nice, and it took me only 15ish mins to finish the thing. I was worried since I saw how the low rate the reviews were, but there really was nothing to worry about!",2.9,1717773467
I just did a transaction to TD Yonge and Adelaide location with Daniel Torchia as my customer service rep. He was so patient and very helpful. He have pleasing personality and a good customer service. He was very specific and detailed regarding the transaction. I am happy and satisfied. Congratulations TD you hired a good and reliable person. Thank you so much Daniel. See you next time.,2.9,1685558967
"TL;DR: The teller wearing light dress shirt who looked like South Asian that I spoke with was not knowledged nor informative. Provided me with the wrong info when I think he could have simply checked my id and reset my credit card info. Instead I waited hours on the VISA line only to be told I cannot. C'mon man.

Longer Story:
My credit happened to be blocked when I tried to make a purchase at Sleep Country right across the street from this branch. So I approached the gentleman at about 5:52pm. Sure it was closing in about 8 minutes but that does not mean you deceive the customer and send them home with the wrong information. A customer service on TD told me that I needed to reset my credit card either at an ATM or a branch, but this teller told me credit card can only be done through VISA and told me to go back and call the number on the line. I gave up after waiting for the first two calls for 40 and 10 minutes respectively (Both my earphone and phone battery were dropping very low).
I then headed home and finally got a call after nearly 2 hours on the line, but only to be told that it is against the federal law to change credit card pins or resets over the phone, and that this must be done at a local branch in-person. Honestly that gentleman at the bank indirectly wasted 3 hours of my time by providing me with incorrect information.

Now, I understand that you may want to go home after a long day, but the job is not done at 5:52pm, it finishes at 6pm when the branch closes or when you are off work. If he had that mindset, I find it highly unacceptable, if not, he needs more training or learning. I certianly hope that this South Asian gentleman will be properly trained and educated by the branch staff not just for me but for other future customers who might be dealing with him.",2.9,1655784873
"Horrible service I ever had in TD bank. This branch have a very poor costumer service. I came today with a request deposit my change to my account. I understand that I had a lot of change, but I spent 20 mins on nothing. They guy, who works there, asked me to count by myself everything. I did it. Then, he asked me how many I have the same coins and he said he will help me. He disappeared and sent a lady who asked me to do even more work. I am not a student there and not working there, why am I suppose to do all this work? These people are getting money for their job that they can not do normally. I asked that lady why I have to do it? She said you have to do it, it’s not our job. Then I said that I will go to another bank. She said bye to me. Horrible costumer service, honestly.",2.9,1650478775
"I went to this bank branch today because I forgot to set up my pin on my RBC Mastercard and needed it for my trip. The employee who originally helped me was very nice but when the manager Darlene intervened, she was pretty much the rudest person I’ve come across in customer service. She wouldn’t even let me speak and basically treated me like a criminal because I didn’t activate my pin in my home province. I was truly shocked with her behaviour towards me. Definitely one of the worst customer service experiences I’ve personally experienced. Very disappointing.",2.2,1732157653
I wanted 2 rolls of quarters. There was no line up. Had my debit card ready. 30 minutes later I’m still answering security questions and have to speak consent to decline the up-sold ‘service’ the teller was offering. The interaction started with having to confirm the date I started the account. Decades ago! I’m lucky I remembered (guessed) the month correctly. I was there for quarters for laundry. Other branches get this done for me in under 10 minutes. Do the downtown employees do this stuff for sport?,2.2,1731438158
"Absolute worst automated customer service phone line I've ever encountered. Was near impossible to connect with an agent, and the operator wasted many valuable minutes of international call time providing obvious information without letting me proceed then hanging up on after unnecessarily explaining what online banking is. When I finally connected with an agent, the line was muffled and she could not hear me despite there being no issues with my phone. She then hung up on me.",2.2,1735543515
Most of the advisors are unprofessional and behave rudely. I don't know why the bank management ignores the numerous complaints from customers unless they are trying to hide something or cannot force the employees to work seriously for reasons that may appear later...,2.2,1728780680
"Tried to give RBC my business and they botched it in the 2/2 possible ways a bank could botch it.

1/2 money in: I opened an account then immediately set it up for my payroll. A fews days go by and my pay run bounced because RBC had frozen my account. I didn't get paid until the next pay run. Worst of all was the 3 hours attempting to get to a manager via customer service number, yielding nothing, their agents are neutered, they said wait a few days and that the manager would just say the same thing and refused to transfer me.

2/2 money out: I tried to send an e transfer. This was denied by their system. A few hours on hold eventually told me it was a security feature but it wasn't fixed. The app was forcing me to tap my bank card on my phone to initiate a transfer but did not recognize it despite using NFC for payments all the time. Customer service this time told me my card was bad. Went into a branch and my card was fine apparently. Withdrew all funds and closed the account while in branch.

Hopefully this saves you the time and stress I experienced. Literally any bank is better than RBC.",2.2,1718167333
Bank manager is knowledgable and helpful.,1.8,1527172009
Very slow service,1.8,1470337519
,1.8,1577326644
,1.8,1563280395
"Horrible customer services surprisingly from the teller manager initial JC,
Please hire more quality people that know how to give good customer service and more importantly train your employees well before you promote them.
If I have an option to put 0 star, I will gladly to rate this branch for it.",2.1,1686337206
I dont normally write reviews but the customer service from the branch manager Derek Richardson was truly above and beyond. I came in a bit before closing and he stayed late calling the main office multiple times and having many frustrating conversions to make sure my issue was solved. I was really going to leave HSBC but thanks to him I have decided to keep my account,2.1,1685551178
"Service was good. They only have two desks for tellers so service can be slow. To be fair I don't expect much from actually needing to walk into a bank, I've never had ""fast"" service at a bank. But they handled my weird request quick enough and helped me out with some issues on my account I was unaware of.",2.1,1562771129
"You can't manage a bank and have one employee only taking care of customers on Monday morning. Management-wise, it makes no sense and it's incompetent scheduling. It's Monday. Waiting 30 minutes in line for a service that usually takes 3 minutes.",2.1,1694447720
